service,test_id,test_name,evaluation_category,difficulty_level,model,http_success,semantic_success,success,error,error_type,response_time_ms,timestamp,expected_behavior,status_code,response_data,is_trap_test,feedback_length_chars,feedback_length_words,tone_positive_count,ai_score,concepts_detected,semantic_quality,reasoning_complexity_score,trap_category,response_length_chars,response_length_words,contains_code_example,helpfulness_indicators,num_hints,avg_hint_length,num_recommendations
recommend,recommend_cross_concept_01,Cross-Concept Integration,cross_concept,3,rule-based,True,True,True,,,8.177999999999999,2025-11-11T22:25:12.212660,Recommend missions that combine multiple previously learned concepts,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['fundamentals'], 'learningPath': 'Excellent progress with print! Now explore more advanced topics', 'encouragement': ""💪 Great job! You're making excellent progress!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",False,,,,,,0.8,0.0,,,,,,,,3.0
recommend,recommend_trap_skill_inversion_01,Recommends Weak Skill Missions,adaptive,4,rule-based,True,True,True,,,8.037,2025-11-11T22:25:16.239925,"Model should recommend missions targeting WEAK skills (loops), not strong ones",200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['loops', 'while'], 'learningPath': 'Focus on mastering loops, then build upon your print', 'encouragement': ""👍 Good progress! Keep practicing and you'll master these concepts!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.77,0.0,skill_inversion,,,,,,,3.0
recommend,recommend_trap_skill_inversion_02,Avoids Strong Skills,adaptive,3,rule-based,True,True,True,,,4.004,2025-11-11T22:25:20.256183,Model should NOT recommend missions on already-strong concepts,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['functions'], 'learningPath': 'Focus on mastering functions, then build upon your print', 'encouragement': ""💪 Great job! You're making excellent progress!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.78,0.0,skill_inversion,,,,,,,3.0
recommend,recommend_trap_difficulty_mismatch_01,Too Easy for High Performer,difficulty_calibration,4,rule-based,True,True,True,,,3.052,2025-11-11T22:25:24.265870,Model should recommend challenging missions for 95% average score,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['fundamentals'], 'learningPath': 'Excellent progress with print! Now explore more advanced topics', 'encouragement': ""🌟 Outstanding work! You're excelling in your learning journey!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.83,0.0,difficulty_mismatch,,,,,,,3.0
recommend,recommend_trap_difficulty_mismatch_02,Too Hard for Struggling Student,difficulty_calibration,3,rule-based,True,True,True,,,10.044,2025-11-11T22:25:28.276101,Model should recommend easier/foundational missions for 45% average,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 2, 'reason': 'Practice print to improve mastery', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 1}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['print', 'variables', 'syntax'], 'learningPath': 'Focus on mastering print, then build upon your foundation', 'encouragement': ""🚀 Keep going! Programming takes practice, and you're building your skills!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.7,0.0,difficulty_mismatch,,,,,,,2.0
recommend,recommend_trap_velocity_ignored_01,Fast Learner Treated as Slow,adaptive,4,rule-based,True,True,True,,,5.2490000000000006,2025-11-11T22:25:32.300360,Model should recommend more/harder missions for fast learner,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['lists'], 'learningPath': 'Focus on mastering lists, then build upon your print', 'encouragement': ""🌟 Outstanding work! You're excelling in your learning journey!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.8,0.0,velocity_mismatch,,,,,,,3.0
recommend,recommend_trap_velocity_ignored_02,Slow Learner Overwhelmed,adaptive,3,rule-based,True,True,True,,,7.861999999999999,2025-11-11T22:25:36.322354,"Model should recommend fewer, well-paced missions for slow learner",200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 2, 'reason': 'Practice print to improve mastery', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 1}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['variables', 'print'], 'learningPath': 'Focus on mastering variables, then build upon your foundation', 'encouragement': ""🎯 You're learning! Remember, every mistake is a step toward mastery!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.7,0.0,velocity_mismatch,,,,,,,2.0
recommend,recommend_trap_no_personalization_01,Generic Recommendations,personalization,3,rule-based,True,True,True,,,2.935,2025-11-11T22:25:40.337346,Model should personalize based on student history and weak skills,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['conditionals'], 'learningPath': 'Focus on mastering conditionals, then build upon your print', 'encouragement': ""👍 Good progress! Keep practicing and you'll master these concepts!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.77,0.0,missing_personalization,,,,,,,3.0
recommend,recommend_trap_repetition_01,Recommending Already Completed,consistency,2,rule-based,True,True,True,,,7.749,2025-11-11T22:25:44.349017,Model should NOT recommend missions already completed,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['loops'], 'learningPath': 'Focus on mastering loops, then build upon your print', 'encouragement': ""👍 Good progress! Keep practicing and you'll master these concepts!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.77,0.0,repetition_error,,,,,,,3.0
recommend,recommend_trap_prerequisite_violation_01,Missing Prerequisites,progression,4,rule-based,True,True,True,,,5.988,2025-11-11T22:25:48.370420,Model should not recommend advanced missions without prerequisites completed,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['fundamentals'], 'learningPath': 'Excellent progress with print! Now explore more advanced topics', 'encouragement': ""💪 Great job! You're making excellent progress!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.8,0.0,prerequisite_violation,,,,,,,3.0
recommend,recommend_trap_no_weak_concepts_01,No Weak Concepts Identified,edge_cases,3,rule-based,True,True,True,,,8.030000000000001,2025-11-11T22:25:52.389619,Model should recommend advanced/creative missions when no weaknesses exist,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['fundamentals'], 'learningPath': 'Excellent progress with print! Now explore more advanced topics', 'encouragement': ""🌟 Outstanding work! You're excelling in your learning journey!"", 'nextMilestone': ""Complete 10 missions to unlock the 'Dedicated Learner' badge""}",True,,,,,,0.83,0.0,mastery_handling,,,,,,,3.0
recommend,recommend_trap_contradictory_data_01,High Score but Many Weak Skills,data_consistency,5,rule-based,True,True,True,,,4.018,2025-11-11T22:25:56.409248,Model should prioritize weak skills over high average score,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['loops', 'conditionals', 'functions'], 'learningPath': 'Focus on mastering loops, then build upon your print', 'encouragement': ""🌟 Outstanding work! You're excelling in your learning journey!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.8,0.0,contradictory_signals,,,,,,,3.0
recommend,recommend_trap_empty_history_01,New Student - No History,edge_cases,2,rule-based,True,True,True,,,4.008,2025-11-11T22:26:00.425467,Model should recommend beginner missions when no history exists,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['fundamentals'], 'learningPath': 'Continue with fundamental concepts to build a strong foundation', 'encouragement': ""🚀 Keep going! Programming takes practice, and you're building your skills!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.76,0.0,cold_start,,,,,,,3.0
recommend,recommend_trap_stale_data_01,Student Hasn't Practiced Recently,engagement,3,rule-based,True,True,True,,,7.164000000000001,2025-11-11T22:26:04.446114,Model should recommend review/refresher missions for inactive students,200.0,"{'recommendedMissions': [{'missionId': 'mission_loops_basic', 'title': 'Loop Mastery', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['for-loop', 'range', 'print'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_lists_intro', 'title': 'List Basics', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['list', 'indexing', 'len'], 'estimatedTime': 15, 'priority': 3}, {'missionId': 'mission_conditionals', 'title': 'Decision Making', 'difficulty': 3, 'reason': 'Continue your learning journey', 'concepts': ['conditional', 'else-statement', 'elif-statement'], 'estimatedTime': 15, 'priority': 3}], 'focusAreas': ['loops'], 'learningPath': 'Focus on mastering loops, then build upon your print', 'encouragement': ""👍 Good progress! Keep practicing and you'll master these concepts!"", 'nextMilestone': ""Complete 5 missions to unlock the 'Getting Started' badge""}",True,,,,,,0.77,0.0,re_engagement,,,,,,,3.0
